num_of_morning_visits,num_of_evening_visits,num_of_afternoon_visits,num_of_visits_in_weekdays,num_of_visits_in_weekends,business_id
3,1,3,5,2,"VJG4T5gCHqav9Y96upKgUw"
4,48,3,46,9,"TIPebazlAGJsp8zAwhNkcw"
278,2,10,185,105,"TxKmAsKQjND5vbhBdUSyIA"
50,0,3,34,19,"cmGR1HS9ms233roSllcglw"
21,1,17,31,8,"n1dklY6GFnpVLKwQE6kxGw"
28,9,15,36,16,"mXHBxHrAJPnPWnm_OKuZTQ"
27,14,29,46,24,"Q9BXMPu2HnRDMq9X_2rHrQ"
3,1,3,5,2,"MW0EsqEBHmasU0vHYhRYcw"
0,0,0,0,0,"5nEnDOd9zKYa_J5SO56-LA"
9,4,3,11,5,"jeS38QWMVkA6S-4lMi1Frg"
8,0,7,13,2,"QlHQzegL2Ew3z5YgK0ZeOw"
45,1,24,48,22,"a8iKaMFikYzoARDkrxnybA"
1,0,2,3,0,"q5g_zeAdwsZQp0p9GPnTJw"
9,0,6,10,5,"FSm1Vy5jtDwsLSJxuNCOPw"
5,1,1,4,3,"T98g104RdMIWJSPjEGMBug"
0,0,0,0,0,"Sr98G9lk8nWMGOoxO_fUQA"
3,1,2,6,0,"7QBJDNVH6VPAStSvOM_lZA"
2,0,7,5,4,"Ln34kwDUNZPLhVhUqauLWQ"
2,5,6,11,2,"hxWwXE1mqNuSghYBr5bLWg"
8,1,3,7,5,"PfAjfYv2AA50NxwhLrJG8A"
1,2,4,6,1,"WrP8KeKTlWcjqQPj2DJKGQ"
15,0,10,13,12,"jrW-kJr9G8_CQK-o-QxH6A"
36,37,21,67,27,"AK8T92URfkOUoTAVd7l2EA"
14,4,13,24,7,"XxWRdwYhYqBeUelix0qSFg"
12,1,7,13,7,"-tcf1WSfc2iNRf75AMW6pw"
13,4,41,42,16,"dwz55gqPZwSBD74yFFb27g"
3,1,9,11,2,"nO4RO__VwwSN4gehjGdRDQ"
21,3,8,29,3,"I2qqSBe5sWwE9pkC6PgmqA"
6,3,3,10,2,"rEpubmz577MOhpDmWPH1uw"
1,0,3,4,0,"CnsdO-1gBlFaA7s-OexmyA"
14,0,5,15,4,"Fxwvp0igvTu6ZI4w-eNkwg"
2,2,4,8,0,"ufyh6h4GsR-RYY2lC_Iz7w"
4,18,6,23,5,"9VtaTbTKVK9sQVy4j2RO-w"
2,10,7,15,4,"PFAOxw4Gl8gm7PGWvohCWg"
13,3,8,20,4,"U12GISjtUQ7j9KMJ0nfnDQ"
13,0,7,20,0,"5z1TluGqhwVYrN7ZZPDW6g"
123,4,26,123,30,"xO09rJXkqonSRzUzcwjoFQ"
1,0,4,5,0,"xkrhaKM1YtiLEcorBI5zcQ"
3,5,7,7,8,"EZrCQtZxiEo1kkAYt2EQqw"
4,0,6,5,5,"HPcrrz8uipPQyK-5zd6w9Q"
6,0,0,5,1,"cbLaFQJOfzDy_TxMkPee9Q"
15,8,23,24,22,"P_Ks4SYvo_m4pHlPE8rOUQ"
2,3,21,21,5,"W-2Tuk4uWYm5BsdlWju8wg"
3,0,1,4,0,"Gz2bNUss7Y_dyy_lRtVGEw"
8,1,3,10,2,"c-Pa13Lq1eB0VwLVoyJ7lg"
9,0,5,10,4,"qTEO4gcno1KvKNduCfbNQQ"
2,0,1,1,2,"braCb_hHbrQ3BR0xG3yz6g"
0,1,9,6,4,"vtJAnB4gBgTJKv3mOnOF_w"
7,5,9,15,6,"qJTHaHFKQIKXKX3I17Nw9w"
14,1,8,19,4,"X52stQurJ042wHifv9ZwRA"
2,1,9,9,3,"JkF2CPy63ivoK1FUqprQ7w"
9,23,41,68,5,"OkV0BMQxRRYJ5t5sbeU93A"
39,3,15,39,18,"_2uA9B6jgtrQFaY0FIEwhQ"
9,0,3,11,1,"09wyHe0c2h2O2EvHOyhVcQ"
25,1,16,26,16,"uOBZaacwzRWwdWPDuns2aQ"
27,2,12,29,12,"tIdp3z6FcVfYfpnj_No7dA"
11,3,6,17,3,"maR-e-UJ1Wox1wtzkX3Y7Q"
26,0,4,20,10,"9suOKiqdG9WXJsf6hI9z_g"
15,3,7,17,8,"KNh_W0eOkpyrVRaIkH-gGQ"
1,5,11,12,5,"qYuSoVBS_1i_btLzFefDeg"
8,0,6,8,6,"5vLVIomtminS_q8itJquEQ"
1,1,1,2,1,"HlvPa_iypwt5RwUHl-Dz3g"
14,7,5,21,5,"ZOQAQe2n3lAihLLsTmS1aQ"
3,6,19,19,9,"2VuPoaFPktvtAqTX_Fzc-A"
35,5,21,52,9,"jyF0rwmQEIdDWVtP5vlf3w"
7,0,3,9,1,"7F9e41xxk8Ipjmoou8C20A"
1,1,1,3,0,"Z2ks3quiwbkMDY1sVDW9OQ"
50,63,42,110,45,"mAdtkJLHIVjbDnZlc5aQYg"
29,3,29,45,16,"iUTjkl0PGu5PVCPqKaLc_g"
12,4,8,16,8,"lX3XYcMWoRlHjrmkoGNefQ"
9,1,4,9,5,"ji0VxQpFQvzzYMy9fY5fvw"
47,3,8,50,8,"friprEn-aT_WmhmIF3pGmg"
2,0,3,2,3,"nOkZzMBNNGRRFMD1iwPLfw"
34,5,22,37,24,"efOhcTb4a8W0owxujAFp2A"
1,0,2,2,1,"FnmlFsoEp4HJyqidZRQ_-g"
27,1,28,37,19,"yzdBzVJ5nMflHwTH0MJzOA"
106,55,211,285,87,"2_0P2AmSSFtPgddio0MgYA"
73,4,69,98,48,"3pXGiCB0Db8ALF5-kLXrmA"
29,0,18,35,12,"VUjsoKN5kv5TNcNDbRo-ZQ"
23,14,64,80,21,"BO0zz8gort7o-6KuecIv3Q"
12,3,19,27,7,"YzK-OxLEvxF7_8O4BElhUg"
125,15,38,126,52,"_Bz6YWNI5bi0gqQI4GLvqQ"
11,1,7,15,4,"zKGGHa7AXr4EnPvBAaum5A"
30,6,14,41,9,"oU38GVk3Kmw7_LOVLSqqwA"
0,1,2,2,1,"ZCGUnRUyD8RcOqqd1bbd4A"
22,4,28,37,17,"AJyJOJKVDWrcIvgAX83eAA"
8,0,3,10,1,"SmxYzoYDxMRMahF-PO7gHg"
5,0,6,8,3,"5BCW9vDG1YRFqb55XfaNow"
2,1,2,3,2,"DLvH3Ck9R8fO_I89maDNIA"
28,27,91,109,37,"SVKC_-gIQFkHElZ6bFsE6g"
18,19,41,53,25,"_yZbIA76UR0cIgoq0jM5zQ"
14,2,6,18,4,"3RUAaZUyAf496YVID7bi1w"
13,7,8,22,6,"l2ynPEBj9S_yN9gjg32tBA"
7,0,5,5,7,"IN802r0RXjETAuQh6jS4JQ"
70,20,47,109,28,"AUDuCSWYzzRP3H2w7TxtuQ"
14,0,5,15,4,"y3NuPrPrv9OJi7L0RugtXg"
17,7,32,41,15,"rhmNETrxnZUcCOq--0iWaw"
35,8,32,53,22,"NRS-Snzp3Izblw2OmmlsuQ"
37,0,2,28,11,"Gw5POFxBRoJxN_ZYhk6lgQ"
0,0,3,3,0,"vfCG9DdqkK1rvqw2gT3sLQ"
360,56,369,571,214,"CyZ9PCtYv1hKeyTtWx__aw"
7,25,13,34,11,"DE_11y6_vCmPBlbeYskh-Q"
11,2,15,16,12,"H0S3kzLoL41WUjYe7mnVgw"
0,0,0,0,0,"h9PB44171nY0EYL7ugbQrg"
55,26,67,103,45,"4WsTFTH8GgnyFHwrH9nHzA"
13,4,9,16,10,"QMZe84KFyZy0IlCBb1v91A"
7,3,18,23,5,"VsoLWxAIwAsz08Mc2bkyWA"
5,0,1,6,0,"n3jucIUCSjIXrKU-ykIb0w"
16,0,8,22,2,"PVooCeYIrp9E2rtrL4R98g"
16,0,0,12,4,"WqPjIMFcT9RTMUumaCvGsw"
27,0,10,27,10,"EBuOgJoDgaYCXbqugPTj6w"
3,0,4,5,2,"UlY2l61fqYgOa1dvogNCRw"
0,0,0,0,0,"VTu63fFRaKQV_BgoU8rquw"
3,8,4,8,7,"_FEHNBg9a3cD8_pftIKOmg"
5,0,4,5,4,"D6sriF-ak-e5D_MTsPc3wg"
14,4,16,20,14,"5p3Tqyp19UowO0-dAFvxMw"
15,0,6,16,5,"Bl3C6qvkHOEo18nosLDJDg"
11,6,4,15,6,"xn1iIZmn55JfrpdDJ0TQnQ"
5,0,0,4,1,"nLTTeGZrT2S2xaUISCgrSw"
38,35,8,55,26,"T1jYZFB_7cqdhuvzpxfFWQ"
4,0,14,14,4,"fzpRf9YEyoSYM4MMpiFUbg"
6,0,0,3,3,"B1V_L06BQGf6KaggD3JQbA"
5,13,6,19,5,"tIfl0mu20ScP6Hqy5nF21w"
22,3,7,20,12,"SVI6dJhJCdmp6c-smgQ2dQ"
5,13,20,25,13,"59HuAvV6cPuVqaDL3yoFxA"
26,19,13,48,10,"1xZ7zuLKrcrG65kzlEO66A"
54,1,4,50,9,"LT0AgHTpDifuHSXgyLmJwg"
3,1,0,4,0,"RjQw9mIJPp6QJAOXJhihAw"
90,1,5,74,22,"5j704vZBOmW88yJLhnCOEA"
23,28,18,54,15,"zwwmnQXk8jhFs4wwU8I4Ow"
6,5,3,14,0,"6DDXjYE9g6KVH0qP_jJiUg"
2,5,7,12,2,"USdRzNk14UdjZWFgBJb0wA"
139,109,174,368,54,"ePP0Eqz8JKSbtdt2phiB4A"
111,1,2,101,13,"ASwN3Ih0Eh1oH0npLbzVjA"
56,4,34,59,35,"udbtIhRXiehLRQoMFKvNXg"
13,41,52,89,17,"Lt9o2RmacVY2L-IWLA8uTg"
76,1,8,77,8,"gpCtDCSXIoQx70cq9itfNA"
446,5,38,384,105,"x_EAlTmVEbNCxeqTXeEJMQ"
47,85,57,148,41,"-6JY1T0w4XETux5kGOj84g"
25,43,81,107,42,"IFwRwGoz4B7glSzA84NWcg"
103,245,204,453,99,"WuCcv_Dyd_1B_1-4jwK7sQ"
59,19,34,90,22,"rT-iPtIXMKj3dTcl87lbOw"
14,32,69,77,38,"vIXUw1cLG84-m8LzOg3f-w"
69,55,113,172,65,"fJ72j9pRjLcRzBA_EhB4-g"
5,4,6,9,6,"S-JGnMWqetTwpZdzP5tDzw"
15,0,1,13,3,"6eOtk-hsb6uz_5FTsb4tkA"
7,14,17,30,8,"4glD2-evDFddHjQaEVpCPQ"
13,0,6,12,7,"HoHRR9pdHehYp2W9iDK6kg"
142,131,236,401,108,"ym9QwkmB5ZKTyj7q5huTDw"
12,16,21,47,2,"BjJHiEjwELsXIXshAgnqUQ"
12,4,3,14,5,"OkPX0a9PUrhr6oNgE_FB_w"
14,0,0,13,1,"3agV-iW8yukcXpbHom3p3Q"
17,0,0,14,3,"QMX1ssofSveU3qhVAKLnXA"
5,0,3,5,3,"XzhsJecsCYj-Wc32zOWqmg"
11,13,17,34,7,"9fxTX1uyyYF4ugx68AG2sg"
15,0,1,12,4,"utyqO_IVBAN8ULZmi52XaA"
7,0,3,6,4,"9XKIFRBT-UTglX3wBGPAAA"
167,91,129,296,91,"4nFqPL-glgDm9v7bZptskQ"
30,25,36,64,27,"Fi5sQxROyTLp5qDuYKz6bQ"
12,0,6,11,7,"JYTbkOJ7tEbmHk67UAaxvg"
2,2,1,4,1,"ZCkgKNFAVHYQNam4I_T5Cw"
15,0,12,23,4,"BBo2Xa3MeC7EMuhhrSbycw"
29,2,17,38,10,"Hlel9C7zYx7PFru5tOeiAA"
32,4,30,43,23,"SVBFlJtfAiPDLvCbZC6wWw"
16,0,4,13,7,"frnJyUd335JCPDjKHc75OA"
10,0,11,15,6,"xSgactTrgrMqN6bO4_NitA"
12,1,10,19,4,"vKtMsWeAaThimXGo9Ic_Og"
13,0,17,30,0,"I9S-4czHzMVfKejCiAuXag"
162,7,62,175,56,"Dltf_Wkf_gK9k9IHQAa48w"
18,10,11,22,17,"YbtkXw0q6N31wGoumIFIzg"
46,7,32,57,28,"fHovFhbYJcy6y4oosMhM_A"
5,0,0,4,1,"11MER50CkgrVLeL64v9Okg"
100,2,15,90,27,"Heon0PS3J4RGmMa-VflCuA"
1,16,60,63,14,"FK6qrsEbxZ0uTdho9rIWFQ"
1,15,4,19,1,"jbUu0Mtu9QUjyyeOn6RIHw"
317,120,275,489,223,"mpDxBBGywUE6GRRKja3sBA"
7,0,0,6,1,"HzZ3424aEgmElEP06l0KKA"
27,0,1,23,5,"6ICGve6UyGPuLaGrKQBVuw"
130,74,157,255,106,"NTfUFk8GyOLL1uPbEO-pVg"
8,0,0,7,1,"_CFgU43jk6pX1cm_Nc1vHw"
7,53,6,52,14,"qxaoJ2cd7-cvEPTmSgBAyA"
23,31,19,64,9,"e8kqqWU9247Nn5VAF5sDkQ"
12,0,0,10,2,"SjsguOTm7kQ_B3QcfHH-3A"
13,35,43,80,11,"z24h6ZYnZiWjlDTuLXG9jw"
4,2,7,9,4,"WYnveDiSEXLCeNkLZrXibQ"
31,21,26,55,23,"IYNZXcNVXiCVavCrplXPlQ"
9,59,28,85,11,"EwuvZCcVHkICgTbqCEjikA"
17,46,26,74,15,"6SxAOEXHzNjWQMQ9Nnos3A"
73,114,105,240,52,"kAid56AY_laxGYslMdsYJw"
63,23,30,90,26,"cBoFcjuNaWDQ2MP7GgeSBA"
12,3,21,30,6,"CC9ttbNktyxl9tRHkUG30w"
42,110,152,237,67,"CChwRoYVXA3QZulS8a6xOQ"
38,38,124,156,44,"nRdpk6Azj6CYkqPrH0Nr7A"
19,14,13,37,9,"t5l-H2KdY4MQgLDMENz9WQ"
15,0,3,18,0,"wWTPCZYLaKsDaNGSlao0iw"
3,20,22,40,5,"C9CF7p53Y0L5ErKRhhFhng"
2,72,25,91,8,"7BVCmaxhvXgEpx7J-SQ4QA"
427,110,226,345,418,"g-Q7G5Q2zHb1BqoF8pq-OA"
64,16,29,50,59,"b0QFCPXbG7k_TBexxs9fCQ"
35,0,1,25,11,"-R7uChoaVzwNvPNMT1gOuw"
5,229,88,272,50,"jmzPbvE_02SzTAjwZCTgYA"
12,0,12,19,5,"nkNdTqpv1m5GBKx8xrpluw"
138,0,50,141,47,"LUylwiKNsS7_iumytRgAmw"
0,21,4,24,1,"GK6RBUJUBScobbF1oE5iuw"
3,27,22,48,4,"TLrX4FECQDFz-E45TI_9ow"
57,1,6,57,7,"eqA6QOl1VNgPI-_87CwRFQ"
8,0,4,10,2,"7_4OqT_IQbpXlao-4BEyMQ"
12,10,6,16,12,"sW75uX0kxW9b03aFa5upnw"
19,54,49,113,9,"e5J3s-xxs1S6PPHJhldBEA"
125,0,14,111,28,"3rhh2kvu3F45jD_yCxdW6Q"
209,7,82,203,95,"ZBQWSsUXwixFmm3lpegMiA"
14,0,2,12,4,"DjnNu1sWHEJpNBnW7CSdzA"
15,12,4,25,6,"ShPDadyMMhRphFZApeG8-Q"
44,0,4,39,9,"5dn_3KLiTl2vVe8O91pJ6g"
25,65,24,83,31,"XeFNQqz5vVsVIcTjNuXcTw"
1,24,3,27,1,"Zw-sWBbL3Z9zyZ0ri9UT_g"
23,7,15,31,14,"jdmtT-f3HtgYuefwz34AZw"
14,0,7,18,3,"ZUdsjWHZVo38isY-xhLSMQ"
31,0,0,27,4,"qqVmZ3H7j06pcJFaSA4pcg"
4,0,1,5,0,"nGXmyYLv7mS30A0BMyemvw"
23,2,2,23,4,"4-B5ou1FbGVjVEQd3FAoIA"
63,1,18,67,15,"ZEM2xQshu0KC-x8OhGhPdg"
72,48,55,138,37,"QThlnQ7AvzZwXHKD5DjdCw"
0,4,1,5,0,"PowgfhnMrRKscqecHZdLzQ"
1,0,8,9,0,"3hSmumIW-aqMjfmFMW4bew"
62,18,56,110,26,"376PDtBpGi74Os08TvCkhg"
4,0,0,3,1,"1nUhZPE06iQRKI6_z78IjA"
3,10,25,25,13,"G5dIek0rXPTHlqlJpCNmpw"
4,2,0,6,0,"k4LL_I27WNAYFWn_Nf6tlg"
9,5,3,13,4,"2phadFQpAga7PLooU-IaDQ"
18,12,10,29,11,"JeZRokQJYf6sV_TF7lm9_Q"
17,1,0,15,3,"v96eOvQGYHukDu_UWqNl4A"
8,1,10,16,3,"Yn4cNkvCw6PhM6KISEGpAg"
1,0,5,6,0,"ePogmFFQkAy68Ne0VVUGBg"
14,1,2,10,7,"b856Q36EWKbwbm_XdJER8Q"
4,0,1,4,1,"djUOCI3b88i3pf0uDTk-1Q"
39,3,38,54,26,"Ku9PGxJPWFPotM1wOTVCNA"
9,0,22,26,5,"NTdjSqgsLIVZfl0JnE7LVg"
7,0,0,6,1,"zQOvb29OxZ-NCBnKSyHfYg"
143,10,133,196,90,"ATXEtkAUUE1uRquP1M7yGQ"
6,0,3,9,0,"m-XMNHUfuniMD3DR4AC_ig"
77,11,58,103,43,"wpFOZbONc7qUYz6YmBfKuQ"
6,0,2,8,0,"mnOTw4P5NaLbzFp2bTsm9g"
29,15,93,98,39,"TtgqkVKV47I_RuVYl-RNJw"
5,2,9,13,3,"85My_HZMg1iyyzOFLGS1bQ"
313,56,139,326,182,"n9iK0s1dKxv5JLi3u1eTkQ"
9,0,4,8,5,"jgC4UuktGhEtCzZzhlE4Dg"
112,0,2,89,25,"-1t3U6osBvqFLHseoCxiIA"
9,1,3,8,5,"6YZ2oV54z160Zrf9QQkcJQ"
38,7,12,47,10,"bLh6WbEakHBiLHUsUAkJnw"
46,0,2,32,16,"iYlGqyRNH5UYQABKsDuuDg"
25,1,31,37,20,"f8DYp9K4WGkWJYebxIABfA"
92,5,22,101,18,"1lk-nBvl-mxV2PXLb29xBw"
482,71,269,579,243,"b3u-GK6_xj2fJkinzLk_jQ"
603,3,182,650,138,"M89_KGMzLmdevtAlC_Ufsg"
5,79,62,130,16,"eaqJQP6bp7rQJQt5KqfvxQ"
76,30,67,149,24,"hBscDTusN57Ai0SnkQK8Sg"
5,0,2,5,2,"7z1VvFdttxh23TDaLOrHOA"
54,3,12,45,24,"Ytiiyv0BtcURxRCa4WbP1g"
68,4,21,75,18,"Amr_rTQsbjD4gP08elpNcQ"
11,12,12,27,8,"d4t1qlm-mjhBmDUdboq5Uw"
16,1,12,25,4,"CDH2dyRcJUDPM1xj4AD0lQ"
0,0,0,0,0,"2QzMdxNZdwKo109BMtzvdw"
11,0,3,10,4,"chEG45Z1NFLgsJKFZHiYLg"
26,1,8,34,1,"q6liXMxYTMYx7evcgz1eQQ"
4,0,5,7,2,"B5x1E8x6l7Jfic13OJ-BkQ"
6,0,3,5,4,"JgGpBGMAb1Nc2Z5jVIwZMA"
15,0,6,15,6,"TuUqEn9Q7LyuaT03LJ4ArQ"
60,1,41,71,31,"e1FXpFjUZT9yIZRkhrfNvA"
30,0,3,26,7,"L9D9xHVgCo71ZoO1ZBGOsQ"
3,64,142,169,40,"uDoTFFud2mXE3VT1Jt9L5A"
4,1,5,10,0,"24VeElGyFWzFz4DVfMiP5Q"
30,2,2,32,2,"FRYCe6Yc0rPzzloSWSsl1g"
70,50,190,239,71,"MQnNtW1lHS-eid3QNUoUIw"
12,9,15,29,7,"STcLx0y_X89TsC0m2gVgHw"
12,1,3,14,2,"CtB6YHQPIHnuCN4I2dyyoA"
18,0,6,21,3,"EQDq4hZ45hDEHaWn6yuZyg"
3,9,10,18,4,"x6dFuGT0ZedXuYgaJ-Gubw"
22,3,8,23,10,"n2MTry6EWZKwDxxm9-povQ"
0,98,29,117,10,"eNIDbboNe7W_rAnNHoveEA"
12,0,4,13,3,"la1oCfEWDvIG-9IzADLNdg"
97,22,29,107,41,"Vmw4amlubvfDnIpkegvKKw"
67,20,56,109,34,"nuCgH96Tfe6CFXznvmKdhA"
127,137,233,360,137,"MMNBgMQCdwyVoNaHg0h_QA"
5,0,4,5,4,"d9YdjDy3Ae14nBNPjp11xQ"
7,1,8,11,5,"KT9EiMOGpAgFBwVG4GakNg"
88,12,73,148,25,"L1OqlH9UzjBK0js4sKs9cQ"
18,1,7,21,5,"c9D0yUos-jGOZaUv7SgCFw"
9,0,5,14,0,"jmegUHThTotdwyebhW2Eog"
9,8,16,22,11,"oYo5e7TUAYGRdx_0rjohww"
3,9,10,12,10,"l3mzaesyc90rxXt2d4HpTg"
45,3,22,65,5,"8PsQqhrAH5uqJ7HODOmXYg"
13,15,34,43,19,"cibtubYc6gd8T6Y-nPPByw"
13,0,7,15,5,"nhPdxY-jbf-XVQ6Hq6qJPw"
2,90,6,79,19,"Q76FbDBBw4Mm3RZ34cpZfg"
2,4,6,10,2,"tGpSzj-PX3yD5DIbOFhkPg"
25,2,33,47,13,"StSpGJcOK3oFXw93h0jRjg"
16,8,27,36,15,"G3EsKzy3i-CvrEDjZzTV0g"
3,42,60,90,15,"TwwD5FQSe0vk1Ecp89HjEw"
26,129,261,314,102,"jTGQUWGIVvL-aY03C5BEmw"
35,3,17,52,3,"qyaHAokceoTnzYEwogZwMA"
26,1,23,29,21,"YbqNbrnOEk2T0qIBbTivuQ"
0,0,0,0,0,"CE6TWiZ1hraCilyXIfxu4w"
4,0,3,5,2,"LVbQSxMzqY6ZiV7oRz710Q"
6,0,1,7,0,"4w9H2wnlJvNybwovZou_Tw"
3,1,3,6,1,"kpzkZp0anbXjnIVI1hYpcw"
4,0,4,8,0,"X7VdashktoAExx5ksEBLXQ"
6,0,1,4,3,"M5GK1i2lx85Ld5aRinhuIw"
2,4,7,10,3,"ZFMIu3mx0nIU2cmua7jkwg"
5,0,1,4,2,"xLWe6cylMsYl_TtmC9wlXA"
12,5,21,31,7,"nh9UOEccNSNZkCDtTWG_2g"
26,45,22,61,32,"3lr10jxwg-ObDwtCKxEBgA"
15,7,24,42,4,"RjKgADv9_lVtV4xtFjeDDQ"
1,2,0,1,2,"OigTHfCur-D8Ne-bV1ngOg"
13,2,24,30,9,"_s26H0beFUVbzsBFkiuXug"
12,5,8,14,11,"i2CtyEZiC_164MdfWjdwsg"
42,0,2,40,4,"rpq5pRzrVPXt9wKm17LV7Q"
12582,3031,7963,16247,7329,"3Q0QQPnHcJuX1DLCL9G9Cg"
29,0,11,26,14,"LHO7wa6wKHVjloLAVTlXkA"
33,8,14,37,18,"X-uPUUV7xPiKivsQzJD-wg"
1,51,1,36,17,"COkT6HcVRY8Ur2nRTYY5wg"
21,9,30,45,15,"MCFxbw9hQYejyvg59T44TA"
37,0,8,28,17,"tbNSGiIKysRn3HE2lEAE7g"
3,0,7,6,4,"QRemAT_hDSsOW6aqqQ8E7g"
5,0,3,6,2,"q52H04woL1Oy1CVrUQu3bg"
3,2,3,5,3,"xopQn_MCE8bSBOyhsj6pVw"
13,2,20,25,10,"uAOkzDB-utLw2u-6SNGdlA"
32,2,8,30,12,"P4r-LsB1ldgvlgli40Yu-Q"
12,0,15,23,4,"gR_Xp2i0M5iR-Ht7EipWqg"
2,0,4,4,2,"_JGqL8Cyqmph3dZeiLl4tA"
27,0,5,26,6,"crKd3Kf3YYP8znwoMvcA-g"
9,0,1,9,1,"tw3wtf5ou5TcuIvidn3cOQ"
2,44,4,41,9,"J7XRfg3ScS5K7UyM5Te-ng"
12,1,8,19,2,"GVMx0qWOJIJTuVAGeg71UA"
6,5,1,10,2,"qmi1V4nUyXQu7SPflhzRSA"
48,1,2,43,8,"M89wkxqAcXuVMtWh91BIjg"
2,50,13,62,3,"76lSMjkrbLxTWeylGZvjhw"
7,5,12,18,6,"diPvh48CJsNW0hsf9981ZA"
58,12,15,67,18,"1AXQja1QV47FGU0Jp0CSxw"
39,18,4,47,14,"xP-6TN10JA_7C6-V1-JOEQ"
5,0,2,6,1,"9Tz4w2tmLmcf2gZnqjMxxw"
6,0,3,7,2,"se7-O8GIXLBdKI0xv2wywQ"
6,1,6,11,2,"6Re0uCzZeFxVUo8R9eqqXw"
47,20,39,103,3,"cpxwd_iFG3Oh1LUMJn0rOQ"
4,4,2,6,4,"9eg9gDW1uVmyL40MmAQL-Q"
43,0,5,40,8,"UOLNw0-7GjxomFQiHUXisA"
20,0,13,31,2,"zxodsuIjtv3kx8mNa3sptQ"
6,0,6,7,5,"DNr2McGXQLleQkJ0zaCBHQ"
21,17,20,40,18,"4kM-mP7z1nP015R2Tlz1Tw"
7,8,1,16,0,"wtUaFgHGHnopdYh5m-a25Q"
70,84,154,244,64,"hIQRiE3UsYH7UsrsDwJwLA"
22,2,9,28,5,"fNOig3UG2jOdlDoWNwHYFw"
0,0,0,0,0,"ON-DoD4En7AdUIXVhTG5hg"
108,11,39,137,21,"WkD7OrSIHLzgOQo9wQHu-A"
3,0,3,5,1,"-_SZy-tV0oNRiFgMStMdyA"
21,1,18,27,13,"322Bh3yLkYWYLpzKkKZUqg"
77,25,37,105,34,"CxGK5_GoIhG9798zYPsvfA"
0,0,0,0,0,"ByctOq-Af6lAZxROXkXTXw"
7,0,0,4,3,"siixOX00BhEkUlKg3n06tA"
40,12,37,60,29,"IKUVWL75eSoC71G2fBphmA"
133,58,96,230,57,"Y_OeiGhTm6ZEfZ1UQgM_wA"
31,11,51,62,31,"jfJiziKWDjk747jUwNy_aw"
248,37,202,368,119,"hODaBUYzv0AbApej_bfZ-w"
54,69,153,205,71,"4CPrhBc4Ado90fj7PG6jrA"
57,45,159,172,89,"gfQriEp9aqLZgMhRSU5KJw"
21,34,59,96,18,"1gKBusJMk66ypwEKF0vOAA"
15,17,28,47,13,"k8KP9qHJeYW0-nU7ykLu9w"
52,25,51,90,38,"s-cFWOk9LXXZCrm4lKpjEg"
1,0,5,3,3,"etErOxgYf_AZHfRwmbIkFA"
261,4,30,195,100,"UzMMpUFwJhwUkHOyeXeWsQ"
0,0,0,0,0,"k5xF-YscT6xRaJb85liNXg"
27,1,19,14,33,"4WV-YZWhZRWllHeA_-BRjg"
0,0,0,0,0,"G9U_t5ClPfexHheBdj5V0Q"
12,9,9,19,11,"4dwdYuD4vEBByfVQ--vlVw"
128,26,96,176,74,"8NnFve6QYvTNjrhVc-sepQ"
38,4,21,54,9,"KLYI39LFvsPzS_2-j9qgIA"
64,2,10,14,62,"1h3jthnriS_8MjhCTikVZA"
6,1,6,13,0,"TvHtup0F_Ilkc9Nunc7TNw"
1,0,7,5,3,"BldRwejVG0trXqQOJiQT8w"
18,0,29,31,16,"IzRwj5F_3h0oIC3SIdrOEA"
8,2,13,16,7,"1MApscjpyygvanCdaesG3g"
92,66,118,182,94,"BOp3jcpYy31M85H1DLnEEw"
3,3,0,5,1,"1Jb1rWethA0w24c8fEd5ew"
280,14,118,299,113,"1X9JUBoLUqkMF7PbYO2Q-g"
60,14,27,90,11,"Lw-01HQDswygHvAZfwkpxA"
8,0,1,6,3,"-TTcDHwNAIeJmCyWN_AtBA"
4,5,0,6,3,"AvVRPaKoiYl1lrP8Voi0Fw"
7,6,6,16,3,"UFvogJEUiLSJwyx2LSz2uQ"
2,0,4,6,0,"90ZdW5Hq-QHKFxLsO3T5FA"
2,0,1,2,1,"dYW2bONI4ctcpc7d-Wk9Vw"
9,1,1,10,1,"j3nqWy30B-663uuc1AbDbQ"
58,4,23,70,15,"KQqkkg5jaxIbdMIG4MJCIw"
7,3,5,10,5,"AL259yRTSk5jQp6C4tjSiA"
2,3,1,5,1,"3IDt1SaDYwo6QKKV7gsuyQ"
11,0,2,8,5,"dvRLvL3naAkkQtlTz0iI-Q"
44,0,18,45,17,"I3oqfVYgp9_xCMXnGUsmHg"
0,0,0,0,0,"gdaFZvWpmWIDri1Fv9PEHA"
0,1,4,4,1,"Lom8K4ZK5LIlRe2ZO90s9w"
3,1,1,4,1,"GxlwZ1-ie5LmjppBNDGvzA"
5,1,6,7,5,"lcdAx1xsp-TI4vPIVEzAig"
3,0,1,3,1,"F5DJEqbNveNq8x94XU_Vqw"
20,0,9,24,5,"1CWVcHsIbjbzheTWhIWxnw"
20,0,5,20,5,"CESMPxEWnj42f4nTXV3_yw"
180,306,375,624,237,"F-e-sWfVd3eCYll3BP1QFA"
33,17,3,39,14,"-s-OW4Kr9YY3SBmRdpgFdQ"
2,0,9,10,1,"j9wG0apIpxrWJgk4g9RH0w"
